StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q14,Q15,Q16,Q17,Q19,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q38,Q41,Q39,Q40,Q56,Q5_1,Q5_2,Q46_1,Q46_2,Q46_3,Q47_1,Q47_2,Q48,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q14_1,Q23_1,Q24_1,Q25_1,Q26_1,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q55_1,Q55_2,Q55_3,Q55_4,Q55_5,Q44_1,Q44_2,Q44_3,Q44_4,Q44_5,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q2,Q33,Q17,Q8,Q34,Q36,Q42,Q45#1_1,Q45#1_2,Q45#1_3,Q45#1_4,Q45#1_5,Q45#1_6,Q45#1_7,Q45#1_8,Q45#1_9,Q45#2_1,Q45#2_2,Q45#2_3,Q45#2_4,Q45#2_5,Q45#2_6,Q45#2_7,Q45#2_8,Q45#2_9,Q37,validation_code
8/15/19 23:18,8/15/19 23:22,IP Address,49.207.185.146,100,268,TRUE,8/15/19 23:22,R_1Nko2XKv0Ryg1ep,,,,,13.08459473,80.24841309,anonymous,EN,"I consent, begin the study",27,Professional degree,Public university,Engineering,Somewhat important,Not important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not important,Somewhat important,Somewhat important,Not important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Not important,Not important,Somewhat important,Employer,"Had a roommate of a different race/ethnicity,Lived off campus,Played club, intramural, or recreational sports,Held a leadership position in an organization",Yes,Yes,Liberal,Agree,Strongly agree,Agree,Neutral,Agree,Agree,Strongly agree,Natural ability,120485,137197,136119,129919,175472,92,82,89,55,79,,,,,,,,My estimate was higher than the actual salary,,,,137197,,,,Agree,Strongly agree,Agree,Neutral,Agree,More than they deserve,Expand student loan programs to increase participation in higher education,"Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Male,Asian,"$60,000 - $74,999",Answer 1,,Answer 1,Answer 1,Answer 1,Answer 1,,,Answer 1,,Answer 1,,,Answer 1,Answer 1,,Answer 1,,NO,84
8/15/19 23:20,8/15/19 23:23,IP Address,49.207.185.146,100,194,TRUE,8/15/19 23:23,R_3R9rYV3QpvBFrOp,,,,,13.08459473,80.24841309,anonymous,EN,"I consent, begin the study",27,Bachelor's degree,Public university,Business,Somewhat important,Not important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Friends,"Joined a pre-professional or departmental club,Had a roommate of a different race/ethnicity,Lived off campus",No,No,Extremely liberal,Agree,Strongly agree,Agree,Neutral,Agree,Strongly agree,Agree,Hard work,135310,200000,179784,100539,144205,61,50,67,82,74,179784,,,,,,,,,,,,,,,Agree,Neutral,Agree,Strongly agree,Strongly agree,More than they deserve,Give them money,"Yes, and working part-time (less than 35 hours a week in one or more jobs)",Work full-time,Male,White/Caucasian,"$150,000 - $199,999",Answer 1,Answer 1,,Answer 1,,Answer 1,Answer 1,,,,,Answer 1,,Answer 1,,,Answer 1,Answer 1,BUSINESS,98
8/15/19 23:19,8/15/19 23:24,IP Address,49.207.185.146,100,261,TRUE,8/15/19 23:24,R_2sJcF5Ez0nKvv9L,,,,,13.08459473,80.24841309,anonymous,EN,"I consent, begin the study",27,Bachelor's degree,Private university,Engineering,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Employer,"Held a full-time job (approximately 35 hours a week) while taking classes,Lived on campus",No,No,Liberal,,Neutral,Agree,Neutral,Agree,Agree,Agree,Hard work,50674,81402,82210,53369,49596,27,27,19,22,27,,,,,,,,,My estimate was higher than the actual salary,,,,,,J,Agree,Neutral,Agree,Agree,Neutral,What they deserve,"Give them money,Give them food,Help them find a job","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Male,White/Caucasian,"$30,000 - $59,999",Answer 1,,Answer 1,,,Answer 1,,,,,,,,,,,Answer 1,,70000,59
8/15/19 23:18,8/15/19 23:26,IP Address,49.207.185.146,100,453,TRUE,8/15/19 23:26,R_27vNOfHJs51ygx4,,,,,13.08459473,80.24841309,anonymous,EN,"I consent, begin the study",27,Professional degree,Private university,Business,Very important,Somewhat important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Somewhat important,Very important,Friends,"Joined a pre-professional or departmental club,Held a full-time job (approximately 35 hours a week) while taking classes,Attended a racial/cultural awareness workshop,Had a roommate of a different race/ethnicity,Lived off campus,Held a leadership position in an organization,Participated in a paid internship,Participated in student government",No,No,Conservative,Agree,Strongly agree,Strongly agree,Agree,Neutral,Agree,Strongly agree,Hard work,151752,167655,163073,145822,131536,93,93,86,78,77,,,AVERAGE SALARY,,,,,,,,,,,,,Agree,Strongly agree,Agree,Neutral,Agree,More than they deserve,"Give them money,Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Male,Asian,"$75,000 - $99,999",Answer 1,,Answer 1,,,Answer 1,,Answer 1,,Answer 1,Answer 1,Answer 1,Answer 1,Answer 1,Answer 1,Answer 1,Answer 1,Answer 1,"70,000",18
8/15/19 23:19,8/15/19 23:27,IP Address,49.207.185.146,100,524,TRUE,8/15/19 23:27,R_27JBJ9S76rlF0fi,,,,,13.08459473,80.24841309,anonymous,EN,"I consent, begin the study",27,Professional degree,Public university,Engineering,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Employer,Lived on campus,Yes,Yes,Liberal,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Hard work,135040,134771,164151,130997,134771,93,84,87,81,82,,,,,,,,,My estimate was equal to the actual salary,,,,,,MY FRIENDS,Agree,Strongly agree,Agree,Strongly agree,Agree,More than they deserve,"Give them food,Help them find a job","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Male,Asian,"$100,000 - $124,999",Answer 1,Answer 1,Answer 1,Answer 1,Answer 1,,Answer 1,Answer 1,,Answer 1,Answer 1,Answer 1,,,Answer 1,,,Answer 1,100000,4
8/15/19 23:23,8/15/19 23:28,IP Address,49.207.185.146,100,307,TRUE,8/15/19 23:28,R_1NgHDhj3lfsgRtM,,,,,13.08459473,80.24841309,anonymous,EN,"I consent, begin the study",28,Professional degree,Private university,Health Sciences,Somewhat important,Not important,Somewhat important,Not important,Somewhat important,Somewhat important,Very important,Somewhat important,Not important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Employer,Attended a racial/cultural awareness workshop,Yes,No,Conservative,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Agree,Coming from a wealthy family,145822,144205,112399,137197,176280,57,63,90,76,83,,,3,,,,,,,,,,,,,Neutral,Agree,Neutral,Agree,Strongly agree,More than they deserve,Give them food,"No, and not looking for work",Attend graduate/professional school full-time,Male,Asian,"$75,000 - $99,999",Answer 1,,Answer 1,Answer 1,,Answer 1,Answer 1,,Answer 1,,Answer 1,,,Answer 1,,,Answer 1,,MANAGER,93
8/15/19 23:20,8/15/19 23:29,IP Address,49.207.185.82,100,552,TRUE,8/15/19 23:29,R_3MM8oTgNBkiTPVP,,,,,13.08459473,80.24841309,anonymous,EN,"I consent, begin the study",27,Professional degree,Private university,Arts,Somewhat important,Very important,Somewhat important,Very important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Somewhat important,Very important,Somewhat important,Yourself,"Held a full-time job (approximately 35 hours a week) while taking classes,Held a leadership position in an organization,Participated in leadership training",Yes,Yes,Slightly conservative,Neutral,Strongly agree,Agree,Strongly agree,Neutral,Agree,Strongly agree,Hard work,97574,114286,89757,109164,86792,48,61,50,61,69,,,,,,,,,My estimate was equal to the actual salary,,,,"$89,757 ",,,Neutral,Agree,Strongly agree,Agree,Neutral,More than they deserve,"Give them money,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Male,White/Caucasian,"$100,000 - $124,999",,,,,,,,Answer 1,,,,,,,Answer 1,Answer 1,,,MARKETING,32
8/15/19 23:19,8/15/19 23:29,IP Address,49.207.185.82,100,605,TRUE,8/15/19 23:29,R_RWgoNQQFAhAaQCd,,,,,13.08459473,80.24841309,anonymous,EN,"I consent, begin the study",27,Professional degree,Public university,Arts,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Parents,"Joined a pre-professional or departmental club,Held a full-time job (approximately 35 hours a week) while taking classes,Attended a racial/cultural awareness workshop,Participated in an unpaid internship,Participated in leadership training",Yes,Yes,Liberal,Agree,Strongly agree,Agree,Neutral,Agree,Agree,Strongly agree,Ambition,170081,76280,185714,140701,142857,59,83,76,83,85,,,"$185,714 ",,,,,,,,,,,,,Agree,Strongly agree,Neutral,Agree,Strongly agree,What they deserve,Expand student loan programs to increase participation in higher education,"Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Male,Asian,"$75,000 - $99,999",Answer 1,,Answer 1,Answer 1,,,Answer 1,,Answer 1,,Answer 1,,,Answer 1,Answer 1,,Answer 1,,Marketing,50
8/15/19 23:28,8/15/19 23:31,IP Address,49.207.185.146,100,172,TRUE,8/15/19 23:31,R_10VsSFPYry3hQST,,,,,13.08459473,80.24841309,anonymous,EN,"I consent, begin the study",27,Professional degree,Private university,Business,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Not important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Friends,"Joined a pre-professional or departmental club,Held a full-time job (approximately 35 hours a week) while taking classes,Attended a racial/cultural awareness workshop,Had a roommate of a different race/ethnicity,Lived on campus,Held a leadership position in an organization,Participated in study abroad,Participated in student government",No,No,Conservative,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Hard work,118059,100809,138005,116712,129650,24,24,27,25,25,,,,,,My estimate was equal to the actual salary,,,,,5,,,,,Agree,Strongly agree,Agree,Strongly agree,Agree,More than they deserve,"Give them money,Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Male,Asian,"$75,000 - $99,999",Answer 1,,Answer 1,,Answer 1,Answer 1,,Answer 1,,,Answer 1,,Answer 1,,,Answer 1,Answer 1,Answer 1,70000,20
8/15/19 23:35,8/15/19 23:40,IP Address,49.207.185.82,100,247,TRUE,8/15/19 23:40,R_2X4IXiYSNH4RFMs,,,,,13.08459473,80.24841309,anonymous,EN,"I consent, begin the study",27,Professional degree,Private university,Health Sciences,Somewhat important,Not important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Not important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Employer,"Lived off campus,Held a leadership position in an organization",Yes,Yes,Slightly conservative,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Having well-educated parents,124528,200000,141240,138814,168194,86,93,93,97,97,,"$200,000 ",,,,,,,,,,,,,,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,More than they deserve,Help them find a job,"Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Male,Asian,"$150,000 - $199,999",Answer 1,,Answer 1,Answer 1,,Answer 1,Answer 1,,Answer 1,,Answer 1,,,Answer 1,,,Answer 1,,MARKETING,85
8/15/19 23:41,8/15/19 23:51,IP Address,49.207.185.146,100,573,TRUE,8/15/19 23:51,R_1o7vsyUq6E4r1xv,,,,,13.08459473,80.24841309,anonymous,EN,"I consent, begin the study",27,Professional degree,Private university,Business,Somewhat important,Very important,Very important,Somewhat important,Not important,Somewhat important,Very important,Very important,Somewhat important,Not important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Employer,"Held a full-time job (approximately 35 hours a week) while taking classes,Participated in study abroad",Yes,Yes,Slightly liberal,Disagree,Neutral,Agree,Neutral,Disagree,Agree,Agree,Having a good education,84636,91914,122911,67655,139084,60,76,57,81,56,,,,,,,,,My estimate was higher than the actual salary,,,,"$122,911 ",,,Agree,Neutral,Neutral,Agree,Agree,What they deserve,Give them food,"Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Male,Asian,"$30,000 - $59,999",Answer 1,Answer 1,Answer 1,Answer 1,,,,,Answer 1,,Answer 1,Answer 1,,Answer 1,Answer 1,Answer 1,Answer 1,,GOOD JOB,81
8/15/19 23:52,8/15/19 23:58,IP Address,49.207.185.146,100,366,TRUE,8/15/19 23:58,R_3iz0DDU7LjhQHh0,,,,,13.08459473,80.24841309,anonymous,EN,"I consent, begin the study",27,Bachelor's degree,Private university,Business,Somewhat important,Somewhat important,Somewhat important,Not important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Employer,"Held a full-time job (approximately 35 hours a week) while taking classes,Participated in a paid internship",No,No,Liberal,Neutral,Agree,Agree,Neutral,Agree,Neutral,Agree,Having a good education,23989,22642,18868,65768,26415,13,16,13,15,18,,,,,,My estimate was higher than the actual salary,,,,,,,,J,,Agree,Neutral,Agree,Agree,Neutral,More than they deserve,"Give them money,Help them find a job","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Male,White/Caucasian,"$60,000 - $74,999",Answer 1,,,,,,,,Answer 1,,,,,,,Answer 1,,,70000,75
